time,temperature,temperature_filtered
230.513,84.67,84.64993461915535
230.913,84.67,84.72525335076698
231.313,84.8,84.80310232101868
231.713,84.93,84.88307616868133
232.113,84.93,84.96421052631455
232.513,85.05,85.05727034978626
232.913,85.18,85.14271984308472
233.313,85.18,85.22686171951491
233.713,85.31,85.30873161163655
234.113,85.44,85.39092513893303
234.513,85.44,85.4662961752194
234.913,85.56,85.55154952598761
235.313,85.69,85.62672441974375
235.713,85.69,85.70216083687353
236.113,85.82,85.78093167701736
236.513,85.82,85.85438051650738
236.913,85.95,85.93152010460807
237.313,85.95,86.0160836874783
237.713,86.08,86.09808761032889
238.113,86.21,86.18702190258128
238.513,86.33,86.28510951291143
238.913,86.33,86.38284406668717
239.313,86.46,86.4883883622086
239.713,86.59,86.604066688459
240.113,86.72,86.71991500490228
240.513,86.85,86.83727361882839
240.913,86.98,86.95705786204513
241.313,87.1,87.08031709708925
241.713,87.23,87.20624713958682
242.113,87.36,87.33452108532072
242.513,87.49,87.46884929715463
242.913,87.62,87.61888198757634
243.313,87.75,87.76497221314025
243.713,87.88,87.92405688133246
244.113,88.01,88.08625040862896
244.513,88.27,88.25440013076039
244.913,88.4,88.43729323308139
245.313,88.65,88.63198757763843
245.713,88.78,88.83463877083884
246.113,89.04,89.04283099051845
246.513,89.3,89.25358940830205
246.913,89.43,89.45611310885778
247.313,89.69,89.66686825759919
247.713,89.82,89.87111801242102
248.113,90.09,90.0658548545263
248.513,90.35,90.248071265118
248.913,90.48,90.42648904870737
249.313,90.61,90.59125858123434
249.713,90.74,90.7578914677986
250.113,90.87,90.90562602157434
250.513,91.0,91.03802876756976
250.913,91.27,91.1694932984622
251.313,91.27,91.29082052958348
251.713,91.4,91.41323635174759
252.113,91.53,91.52849297155797
252.513,91.66,91.64824125531084
252.913,91.79,91.77530238639942
253.313,91.92,91.90318077803067
253.713,91.92,92.03901274926311
254.113,92.06,92.17136319058379
254.513,92.32,92.29996730957693
254.913,92.45,92.42598888525525
255.313,92.59,92.56958810068514
255.713,92.72,92.70789146779856
256.113,92.85,92.83758090879235
256.513,92.98,92.95924158221504
256.913,93.12,93.07488721804374
257.313,93.25,93.19289637136183
257.713,93.25,93.30251716247002
258.113,93.38,93.38715920235232
258.513,93.52,93.48190912062627
258.913,93.65,93.56818895063608
259.313,93.65,93.6601340307276
259.713,93.65,93.74884602811237
260.113,93.78,93.83516835567039
260.513,93.92,93.9291990846668
260.913,94.05,94.02156260215617
261.313,94.05,94.12278195488582
261.713,94.19,94.2306472703484
262.113,94.45,94.32224000713249
262.513,94.32,94.4128104252727
262.913,94.59,94.50235852477044
263.313,94.59,94.59088430562575
263.713,94.72,94.67838776783859
264.113,94.86,94.76486891140897
264.513,94.86,94.85032773633688
264.913,94.99,94.93476424262235
265.313,94.99,95.01817843026535
265.713,94.99,95.10057029926591
