time,temperature,temperature_filtered
175.792,84.93,84.87508009153191
176.192,85.05,85.01192873487942
176.592,85.18,85.15815299117233
176.992,85.31,85.30261196469309
177.392,85.44,85.44499182739331
177.792,85.56,85.57467799934491
178.192,85.69,85.70633540372543
178.592,85.82,85.82879045439559
178.992,85.95,85.94259888852439
179.392,86.08,86.05970251716118
179.792,86.21,86.16174239947568
180.192,86.33,86.26827067669045
180.592,86.33,86.37209872507228
180.992,86.46,86.46746649231648
181.392,86.59,86.56662634847862
181.792,86.72,86.66283425956067
182.192,86.72,86.76701536449691
182.592,86.85,86.8725269695966
182.992,86.98,86.99129780974044
183.392,87.1,87.12209872507225
183.792,87.23,87.25733573062965
184.192,87.36,87.4079862700216
184.592,87.49,87.56512912716444
184.992,87.75,87.72811376266625
185.392,87.88,87.89530565544166
185.792,88.14,88.07581562602027
186.192,88.27,88.26118666230664
186.592,88.53,88.44890160182936
186.992,88.65,88.64328538738019
187.392,88.78,88.8341288002602
187.792,89.04,89.02889179470282
188.192,89.17,89.21516877173171
188.592,89.43,89.40173996255461
188.992,89.56,89.58860536717287
189.392,89.82,89.77576498558649
189.792,89.96,89.96321881779546
190.192,90.22,90.1509668637998
190.592,90.35,90.33900912359948
190.992,90.48,90.52734559719453
191.392,90.74,90.71597628458494
191.792,90.87,90.9049011857707
